1.344	0.496
1.33	0.498
1.32	0.499
1.31	0.501
1.298	0.504
1.285	0.507
1.271	0.511
1.256	0.515
1.239	0.52
1.223	0.525
1.206	0.53
1.188	0.535
1.17	0.541
1.152	0.548
1.133	0.554
1.114	0.56
1.094	0.567
1.075	0.573
1.056	0.58
1.037	0.586
1.019	0.593
1.001	0.599
0.983	0.606
0.966	0.612
0.948	0.619
0.931	0.625
0.914	0.632
1.593	0.774
1.593	0.77
1.593	0.765
1.593	0.765
1.592	0.763
1.591	0.763
1.59	0.763
1.588	0.763
1.586	0.758
1.576	0.759
1.566	0.753
1.555	0.751
0.932	0.745
1.525	0.739
1.508	0.733
1.494	0.727
1.473	0.721
1.454	0.715
1.438	0.707
1.419	0.7
1.399	0.694
1.379	0.69
1.358	0.683
1.338	0.673
1.317	0.666
1.276	0.652
1.255	0.645
1.233	0.638
1.212	0.627
1.193	0.623
1.174	0.613
1.156	0.607
1.138	0.6
1.121	0.594
1.105	0.588
1.089	0.582
1.074	0.576
1.058	0.57
1.043	0.564
1.026	0.562
1.009	0.555
0.989	0.549
1.421	0.497
1.421	0.5
1.414	0.504
1.404	0.507
1.393	0.511
1.381	0.515
1.368	0.52
1.353	0.526
1.309	0.531
1.293	0.538
1.273	0.545
1.287	0.551
1.269	0.559
1.22	0.566
1.202	0.574
1.183	0.581
1.165	0.589
1.143	0.597
1.128	0.604
1.106	0.612
1.09	0.619
1.068	0.627
1.049	0.635
1.03	0.642
1.012	0.65
0.994	0.657
0.975	0.664
0.957	0.672
0.942	0.679
1.173	0.686
1.16	0.695
1.148	0.702
1.139	0.707
1.128	0.702
1.126	0.704
1.473	0.71
1.454	0.713
1.434	0.719
1.412	0.726
1.063	0.733
1.05	0.741
1.04	0.748
1.03	0.756
1.021	0.763
1.011	0.771
0.983	0.78
0.984	0.78
0.983	0.78
0.983	0.78
0.981	0.78
0.98	0.78
0.979	0.779
0.978	0.779
0.978	0.779
0.977	0.779
0.976	0.778
0.974	0.778
0.972	0.777
0.968	0.777
0.961	0.776
0.952	0.775
0.937	0.773
0.924	0.775
0.91	0.774
1.815	0.746
1.824	0.835
0.919	0.747
0.912	0.746
0.905	0.742
2.67	0.7
2.66	0.697
2.651	0.693
2.644	0.69
2.634	0.687
2.622	0.683
2.618	0.68
2.595	0.676
1.567	0.672
1.557	0.668
1.537	0.664
2.528	0.66
1.499	0.655
1.478	0.651
1.459	0.647
1.441	0.538
1.422	0.64
1.407	0.636
1.388	0.632
1.369	0.628
1.35	0.624
1.331	0.62
1.309	0.616
1.294	0.612
1.275	0.608
2.249	0.604
2.23	0.599
2.21	0.595
2.191	0.589
2.171	0.585
2.151	0.583
2.131	0.58
2.111	0.576
2.092	0.572
2.072	0.568
2.053	0.564
2.034	0.561
2.014	0.557
1.994	0.553
1.975	0.549
1.955	0.545
1.935	0.541
1.916	0.537
1.897	0.533
1.878	0.53
1.859	0.526
1.84	0.522
1.822	0.518
1.392	0.496
1.382	0.498
1.372	0.499
1.361	0.501
1.349	0.503
1.336	0.506
1.322	0.509
1.308	0.513
1.292	0.516
1.275	0.521
1.259	0.526
1.241	0.531
1.223	0.536
1.205	0.541
1.186	0.547
1.168	0.553
1.15	0.559
1.131	0.565
1.113	0.571
1.094	0.578
1.075	0.584
1.056	0.591
1.037	0.597
1.018	0.604
0.998	0.608
0.979	0.615
0.959	0.623
0.94	0.631
0.923	0.638
0.904	0.645
1.566	0.749
1.567	0.745
1.568	0.711
1.57	0.741
1.572	0.74
1.567	0.742
1.56	0.724
1.551	0.734
1.54	0.726
1.527	0.72
1.513	0.714
1.497	0.707
1.481	0.7
1.464	0.693
1.447	0.686
1.429	0.678
1.411	0.671
1.392	0.664
1.374	0.656
1.355	0.648
1.335	0.644
1.316	0.638
1.297	0.63
1.278	0.624
1.262	0.617
1.24	0.61
1.223	0.604
1.2	0.597
1.18	0.587
1.161	0.58
1.141	0.574
1.121	0.566
1.102	0.562
1.083	0.556
1.065	0.549
1.046	0.543
1.028	0.537
1.01	0.53
0.992	0.524
0.974	0.517
0.956	0.512
0.938	0.505
3.281	0.761
3.273	0.756
3.267	0.751
3.258	0.747
3.25	0.746
3.237	0.741
3.22	0.735
3.205	0.729
3.189	0.723
3.172	0.716
3.16	0.713
3.138	0.706
3.082	0.71
0.94	0.694
0.94	0.694
3.023	0.684
3.001	0.682
2.981	0.656
2.965	0.646
2.659	0.65
2.641	0.634
2.651	0.625
2.885	0.623
2.866	0.614
2.581	0.613
2.828	0.607
2.549	0.599
2.544	0.597
2.505	0.593
2.471	0.589
2.466	0.589
2.715	0.587
2.696	0.585
2.281	0.606
2.261	0.598
2.248	0.593
2.63	0.584
2.604	0.597
2.585	0.574
2.565	0.568
2.546	0.559
2.527	0.553
2.508	0.547
2.486	0.54
2.468	0.534
2.448	0.528
2.432	0.52
2.41	0.518
2.394	0.525
2.372	0.501
2.353	0.497
1.877	0.515
1.791	0.567
1.78	0.598
1.776	0.537
1.839	0.562
2.025	0.578
2	0.515
1.974	0.495
1.463	0.715
1.458	0.709
1.37	0.723
1.367	0.724
1.429	0.73
1.417	0.798
1.347	0.848
1.197	0.862
1.17	0.868
1.133	0.819
1.118	0.821
1.103	0.824
1.089	0.826
1.074	0.828
1.059	0.83
1.042	0.828
1.025	0.823
1.007	0.797
0.985	0.792
0.967	0.795
0.947	0.794
0.928	0.797
0.908	0.8
1.182	0.752
1.346	0.743
1.349	0.741
1.349	0.737
1.348	0.737
1.346	0.741
1.342	0.737
1.34	0.74
1.339	0.736
1.338	0.735
1.341	0.738
1.337	0.738
1.34	0.738
1.336	0.738
1.332	0.741
1.325	0.74
1.316	0.732
1.305	0.742
1.292	0.726
1.278	0.72
1.265	0.714
1.248	0.708
1.231	0.705
1.213	0.698
1.195	0.692
1.176	0.702
1.157	0.681
1.138	0.68
1.119	0.682
1.1	0.722
0.943	0.654
0.923	0.65
0.917	0.586
0.92	0.586
0.921	0.586
0.921	0.586
0.919	0.586
0.917	0.585
0.915	0.584
0.913	0.584
0.912	0.584
0.911	0.584
0.91	0.583
0.908	0.583
0.907	0.582
0.906	0.582
0.904	0.581
0.902	0.581
0.904	0.711
1.744	0.541
1.75	0.542
1.753	0.867
1.751	0.867
1.745	0.551
1.741	0.863
1.732	0.567
1.721	0.571
1.707	0.583
0.96	0.842
1.677	0.835
0.975	0.827
1.642	0.819
1.627	0.811
0.948	0.802
0.923	0.714
1.459	0.725
1.462	0.722
1.462	0.723
1.46	0.722
1.459	0.721
1.458	0.721
1.457	0.72
1.456	0.719
1.454	0.719
1.453	0.719
0.921	0.718
0.92	0.718
0.914	0.717
0.912	0.716
0.913	0.714
1.436	0.711
1.428	0.707
1.417	0.702
1.407	0.697
1.392	0.691
1.376	0.685
1.359	0.678
1.341	0.67
1.325	0.663
1.284	0.649
1.264	0.641
1.247	0.633
1.225	0.625
1.205	0.617
1.187	0.61
1.166	0.602
1.149	0.595
1.132	0.589
1.115	0.582
1.098	0.575
1.078	0.568
1.064	0.562
1.01	0.543
0.992	0.54
0.91	0.495
0.907	0.495
