K	ACC	F1	NMI	AMI	ARI	Homogeneity	Completeness	Time
12.0	786.0	0.9974706059239578	0.9915301175522562	0.9914076431978377	0.9948884288275354	0.9923841394873276	0.9906775642548064	0.17113327980041504
13.0	786.0	0.9974706059239578	0.9915301175522562	0.9914076431978377	0.9948884288275354	0.9923841394873276	0.9906775642548064	0.10667657852172852
14.0	786.0	0.9974706059239578	0.9915301175522562	0.9914076431978377	0.9948884288275354	0.9923841394873276	0.9906775642548064	0.17490386962890625
15.0	786.0	0.9974706059239578	0.9915301175522562	0.9914076431978377	0.9948884288275354	0.9923841394873276	0.9906775642548064	0.11369490623474121
9.0	786.0	0.9974644121825882	0.9924322611740495	0.9923227264782503	0.9956264002480296	0.992599531901505	0.9922650468132981	0.1519927978515625
10.0	786.0	0.9974644121825882	0.9924322611740495	0.9923227264782503	0.9956264002480296	0.992599531901505	0.9922650468132981	0.09121274948120117
6.0	785.0	0.9962034083064701	0.9882680312048461	0.9880984055236919	0.9927076502018027	0.9891992975556994	0.9873385166573364	0.14066100120544434
7.0	785.0	0.9962034083064701	0.9882680312048461	0.9880984055236919	0.9927076502018027	0.9891992975556994	0.9873385166573364	0.07871031761169434
8.0	785.0	0.9962034083064701	0.9882680312048461	0.9880984055236919	0.9927076502018027	0.9891992975556994	0.9873385166573364	0.09996914863586426
11.0	784.0	0.9949579337028716	0.9851370251428081	0.9849223572210191	0.9898005667112105	0.9868157203054468	0.9834640316157174	0.10329604148864746
5.0	781.0	0.9929458471817214	0.9816715693008675	0.98137005772851	0.9896547607327446	0.9863990626167786	0.9769891745506608	0.06861352920532227
4.0	654.0	0.8971268233976194	0.8500631212220794	0.8436251155946236	0.803326096865229	0.9949028655722154	0.7420361648835138	0.061811208724975586
3.0	347.0	0.5970123672945185	0.6292260924499066	0.6013069521196541	0.3010773603712876	0.9405028320139603	0.4727580920498617	0.054245948791503906
1.0	109.0	0.12320616755409444	0.3587359945012736	0.15527689980324483	0.006321915609992865	0.5773555518186548	0.26020690306171274	0.17869353294372559
2.0	81.0	0.10834819591164768	0.4082799274074751	0.28417307566417604	0.013082330727779819	0.676628220121854	0.2923392453046875	0.14484071731567383
